die Nacherfüllung|supplementary performance|Bevor der Verkäufer die Ware ersetzen muss, hat er das Recht auf Nacherfüllung, um die Mängel zu beseitigen.|Before the seller must replace the goods, he has the right to supplementary performance to eliminate the defects.
sachlich|objective, matter-of-fact|Ich finde seine sachliche Beurteilung und konstruktive Kritik sehr hilfreich.|I find his objective evaluation and constructive criticism very helpful.
der Ausschuss|committee|Der Ausschuss trifft sich dann, wenn die Mitglieder etwas organisieren müssen.|The committee meets when the members need to organize something.
der Mitgliedstaat|member state|Deutschland ist ein Mitgliedstaat der Union.|Germany is a member state of the union.
die Spaltung|split, splitting|Streit führt oft zur Spaltung einer Gruppe.|Disputes often leads to the splitting of a group.
das Antibiotikum|antibiotic|Der Arzt verschreibt ihr ein Antibiotikum.|The doctor’s prescribing her an antibiotic.
anweisen|to order to do, to instruct, to direct|Der Lehrer weist die Schüler an, leise zu sein.|The teacher instructs the students to be quiet.
der Ausflug|excursion, trip|Mit der Schule machen wir einen Ausflug in die Hauptstadt.|With the school we make a trip to the capital.
außergewöhnlich|unusual, extraordinary|Matilda ist ein außergewöhnliches Kind und kann mit vier Jahren schon lesen und schreiben.|Matilda is an extraordinary child and can already read and write at the age of four.
die Baustelle|building site, construction site|Wir bauen ein neues Haus, aber jetzt ist es noch eine Baustelle.|We’re building a new house, but it’s just a construction site now.
der Index|index|Der Index am Ende des Buches gibt an, welche fremden Wörter benutzt werden.|The index at the end of the book indicates which foreign words are used.
der Kasten|box, crate|Für die Party brauchen wir noch einen Kasten Bier.|We need another crate of beer for the party.
Kölner|Cologne|Das Kölner Bier schmeckt mir am besten.|The Cologne beer tastes the best to me.
der Pariser|Parisian, condom|Man sagt, Pariser sind sehr romantische Menschen.|They say Parisians are very romantic people.
schimpfen|to scold, rant|Der Vater schimpft mit den frechen Kindern.|The father scolds the cheeky children.
die Sicherung|protection, fuse|Zur Sicherung des Verkehrs stellt die Polizei Schilder auf.|For the protection of traffic the police put up signs.
die Steigung|ascent, slope|In der Schule untersuchen wir in Mathematik die Steigung einer Kurve.|At school we study the slope of a curve in mathematics.
wegnehmen|to take away|Magnus nimmt seinem kleinen Bruder immer alle Sachen weg.|Magnus always takes all his little brother’s things away.
worum|what about|Worum geht es eigentlich bei eurem Streit?|What is your fight all about?
der Balkon|balcony|Die Wohnung hat zwei Zimmer und einen Balkon, auf dem wir im Sommer sitzen können.|The apartment has two rooms and a balcony where we can sit in summer.
bar|cash|Bald bezahlt niemand mehr bar.|Soon nobody will pay with cash anymore.
das Business|business|Hanna und Lina beenden ihr Studium, um ein eigenes Business zu gründen.|Hanna and Lina end their studies in order to found their own business.
das Duell|duel|Ich sehe ein Duell von zwei Politikern im Fernsehen.|I’m watching a duel between two politicians on TV.
erfreuen|to please, delight|Ich bin erfreut, Sie kennenzulernen.|I’m pleased to meet you.
erschließen|to develop, tap, make out|Marius erschließt die Bedeutung des Wortes aus dem Zusammenhang.|Marius makes out the meaning of the word from the context.
das Gewehr|rifle, shotgun|Der Jäger nimmt sein Gewehr und geht auf die Jagd.|The hunter takes his rifle and goes hunting.
das Mittelmeer|Mediterranean See|Zwischen Europa, Afrika und Asien liegt das Mittelmeer.|Between Europe, Africa, and Asia lies the Mediterranean Sea.
das Tuch|cloth, scarf|Die Kinder binden Marius ein Tuch um die Augen und er muss sie fangen.|The children tie a scarf around Marius’ eyes and he has to catch them.
vereinfachen|to simplify|Diese Software vereinfacht unsere Abläufe bei der Arbeit.|This software simplifies our work processes.
die Wende|change (esp. the 1989–90 political change in the GDR)|Der Wandel der Gesellschaft in der DDR führte zur Wende und zur Wiedervereinigung Deutschlands.|The change in society in the GDR led to the reunification of Germany.
die Agentur|agency|Er geht zu der Agentur für Arbeit, um einen Arbeitsplatz zu finden.|He goes to the employment agency to find a job.
das Bündnis|alliance|Ein Bündnis zwischen diesen beiden Parteien ist ausgeschlossen.|An alliance between these two parties is impossible.
flüchtig|fugitive, cursory, fleeting|Die Erinnerungen an meine Kindheit sind flüchtig.|The memories of my childhood are fleeting.
die Geographie|geography|Ben studiert Geographie in Leipzig.|Ben studies geography in Leipzig.
das Lebewesen|living being|Wasser ist eine lebenswichtige Ressource für alle Lebewesen.|Water is a vital resource for all living beings.
der Ozean|ocean|Ein riesiger Ozean trennt Europa von Amerika.|A giant ocean separates Europe from America.
Pakistan|Pakistan|Wir fliegen nach Pakistan, ein Staat in Südasien.|We’re flying to Pakistan, a state in South Asia.
Rheinland-Pfalz|Rhineland-Palatinate|Im Bundesland Rheinland-Pfalz leben vier Millionen Menschen.|Four million people live in the federal state of Rhineland-Palatinate.
der Sektor|sector|Dieser Sektor der Einrichtung ist nicht zugänglich für Besucher.|This sector of the facilities is not accessible for visitors.
umsonst|for free, in vain|Gäste des Hotels können den Parkplatz umsonst benutzen.|Hotel guests can use the parking lot for free.
verdächtig|suspicious|Ihr Verhalten ist sehr verdächtig.|Your behavior is very suspicious.
zuverlässig|reliable|Alexander ist sehr zuverlässig. Wenn er sagt, dass er etwas macht, dann tut er es auch.|Alexander is very reliable. If he says he’s doing something, he’s doing it.
abheben|to take off, withdraw|Marianne schaut gerne zu, wie Flugzeuge abheben und landen.|Marianne likes to watch planes take off and land.
alltäglich|daily, usual, ordinary|Das Fernsehen zeigt alltägliche Probleme der Menschen.|Television shows people’s ordinary problems.
anbringen|to affix, attach, put up|Ich bringe die Bilder an der Wand an.|I’ll put the pictures on the wall.
entgehen|to avoid, escape|Durch Glück entgeht er nur knapp dem Tod.|With luck, he narrowly escapes death.
die Fortsetzung|continuation|Wir müssen noch lange auf die Fortsetzung des Films warten.|We have to wait a long time for the continuation of the movie.
lauter|nothing but, just, a lot of|Der alte Mann redet lauter Unsinn.|The old man is talking a lot of nonsense.
der Mediziner|doctor, physician|Als Mediziner kannst du Menschen helfen.|As a physician, you can help people.
der Tunnel|tunnel|Der Zug fährt durch einen Tunnel.|The train is going through a tunnel.
der Assistent|assistant|Sie sucht nach einem persönlichen Assistenten mit guten organisatorischen Fähigkeiten.|She is looking for a personal assistant with good organizational skills.
die Differenzierung|differentiation|Differenzierung der Produkte ist ein wesentlicher Bestandteil für die Zukunft des Unternehmens.|Differentiation of the products is an essential component for the future of the company.
drastisch|drastic|Die Käufer dieser Aktie müssen drastische Verluste hinnehmen.|The buyers of this stock have to accept drastic losses.
gleichmäßig|regular, even|Wenn du Angst hast, versuche gleichmäßig zu atmen.|If you’re afraid, try to breathe evenly.
hinnehmen|to accept|Du kannst mich nicht vom Gegenteil überzeugen und musst meine Entscheidung hinnehmen.|You can’t convince me otherwise and you have to accept my decision.
Mexiko|Mexico|Mexiko und die USA teilen sich eine Grenze.|Mexico and the USA share a border.
die Moderne|modern age, modernism|Das Bauhaus ist ein Beispiel der klassischen Moderne in Kunst und Architektur.|The Bauhaus is an example of classical modernism in art and architecture.
molekular|molecular|Molekulare Vorgänge beziehen sich auf sehr kleine Teilchen.|Molecular processes refer to very small particles.
die Nachbarschaft|neighborhood|Wir wohnen in einer guten Nachbarschaft, in der man sich gegenseitig hilft.|We live in a good neighborhood where people help each other.
der Siedepunkt|boiling point|Der Siedepunkt von Wasser liegt bei einer Temperatur von 100°C.|The boiling point of water is at 100°C.
stationär|inpatient, fixed, stationary|Ich werde stationär im Krankenhaus behandelt und darf noch nicht nach Hause gehen.|I’m being treated as an inpatient in the hospital and I’m not allowed to go home yet.
Taliban|Taliban|Die Taliban kämpfen für ihre Überzeugungen mit Gewalt.|The Taliban fight for their convictions by force.
brutal|brutal|Weil Maik schnell andere Menschen schlägt, gilt er als brutal.|Because Maik quickly beats other people, he is considered brutal.
ehrenamtlich|honorary, voluntary|Ich arbeite ehrenamtlich im Krankenhaus, weil es mir wichtiger ist, zu helfen, als Geld zu bekommen.|I work as a volunteer in the hospital because it’s more important to help than to get money.
großzügig|generous|Danke für das großzügige Geschenk.|Thank you for the generous present.
die Redaktion|editorial work, editorial staff|Ich arbeite bei der Redaktion einer Zeitung.|I work at the editorial department of a newspaper.
der Schweiß|sweat|Es ist so heiß, der Schweiß läuft mir den Nacken herunter.|It’s so hot, the sweat is running down my neck.
der Spruch|saying, slogan|Auf der Karte zu meinem Geburtstag steht ein schöner Spruch.|There’s a nice saying on my birthday card.
strikt|strict|Das Unternehmen hat strikte Regeln zur Verteilung der Aufgaben.|The company has strict rules for the distribution of tasks.
die Befragung|questioning, survey, interview|Die Polizei führt eine Befragung von verdächtigen Personen durch.|The police are questioning suspects.
Einzige|only one|Mark sagt, ich bin die Einzige für ihn und es gibt keine anderen Frauen in seinem Leben.|Mark says I’m the only one for him and there are no other women in his life.
die Eizelle|ovum, egg cell|Etwa am vierzehnten Tag der Periode ist die Eizelle reif.|On about the 14th day of the period, the egg is ripe.
fit|fit|Ich hoffe, du bist fit, wir werden heute lange laufen.|I hope you’re fit, we’re going to be running for a long time today.
die Flüchtlingspolitik|refugee policy|Die Flüchtlingspolitik in Europa führt zu großem Streit zwischen den Ländern.|The refugee policy in Europe leads to great disputes among the countries.
der Haufen|heap, pile, load|In meinem Zimmer liegt ein großer Haufen mit Sachen, den ich aufräumen muss.|There’s a big pile of stuff in my room that I have to clean up.
die Infektion|infection|Sie untersuchen ihr Blut auf Anzeichen einer Infektion.|They’re checking her blood for signs of infection.
der Keks|cookie|Ich esse lieber Kekse statt Kuchen.|I prefer eating cookies to cake.
die Sorte|kind, variety|Ich bringe nachher Eis mit, welche Sorte möchtest du?|I’ll bring ice cream afterwards; what kind would you like?
zueinander|(to) one another|Mein Kleid und meine Schuhe müssen zueinander passen.|My dress and my shoes have to match one another.
der Container|container|Vor unserem Haus steht ein Container, in den wir alles schmeißen, was wir nicht mehr brauchen.|In front of our house is a container into which we throw everything we no longer need.
gelassen|calm, composed|Obwohl Henry nervös ist, wirkt er sehr gelassen.|Although Henry is nervous, he seems very calm.
live|live|Das Spiel wird live im Fernsehen gezeigt.|The game will be shown live on TV.
die Mutation|mutation|Eine dauerhafte Veränderung in der DNA wird Mutation genannt.|A permanent change in DNA is called a mutation.
sozialistisch|socialist|In der DDR regierte eine sozialistische Partei.|In the GDR, a socialist party ruled.
überstehen|to overcome, survive|Die Pflanze übersteht den Winter ohne Probleme.|The plant survives the winter without problems.
die Vermutung|assumption, presumption|Ich bin mir nicht sicher, aber ich habe die Vermutung, dass Karl nicht die Wahrheit sagt.|I’m not sure, but I have an assumption that Karl’s not telling the truth.
aufspringen|to jump up/on, burst open|Er springt sofort von seinem Stuhl auf, um sie zu begrüßen.|He jumps up from his chair immediately to greet her.
der Käse|cheese|Ich mag französischen Weichkäse, wie Brie und Camembert.|I like French soft cheese, like Brie and Camembert.
losgehen|to go off, start|Wir treffen uns um fünf Uhr und um halb sechs geht der Film los.|We meet at five o’clock, and the movie starts at half past five.
das Maul|mouth, jaws|Das Maul von Pferden ist sehr weich.|The mouth of horses is very soft.
protestieren|to protest|Studenten und Arbeiter protestieren auf den Straßen gegen die neue Reform.|Students and workers protest in the streets against the new reform.
schämen (sich)|to be ashamed|Das Kind schämt sich, seinen Fehler zuzugeben.|The child is ashamed to admit his mistake.
Alpen|Alps|Wir wandern in den Alpen.|We hike in the Alps.
die Berufung|appeal, vocation, appointment|Das Unterrichten ist seine Berufung.|Teaching is his vocation.
die Einteilung|classification, division|Die Einteilung der Schüler in die Klassen erfolgt nach dem Alter.|The classification of students into the classes is based on age.
der Eintritt|entry, admission|Kinder unter fünf Jahren haben freien Eintritt.|Children under the age of five have free entry.
die Geliebte|lover|Bernd hat eine Ehefrau und gleichzeitig eine Geliebte.|Bernd has a wife and a lover at the same time.
das Gramm|gram|In den Kuchen kommen 300 Gramm Zucker.|The cake requires 300 grams of sugar.
die Hüfte|hip|Das Wasser reichte ihr bis zur Hüfte.|The water reached her hip.
neulich|recently, the other day|Ich habe ihn erst neulich durch Zufall getroffen.|I met him by chance the other day.
regelrecht|proper, real|Ein regelrechtes Vorgehen ist uns wichtig, weil wir uns immer an die Parameter halten.|A proper procedure is important to us because we always stick to the parameters.
verankern|to anchor, enshrine|Eine Verfassung verankert bestimmte gesellschaftliche Werte.|A constitution enshrines certain social values.
der Zähler|counter, meter, numerator|Der Zähler in unserer Wohnung misst den Strom, den wir verbrauchen.|The meter in our apartment measures the electricity we use.
befriedigen|to satisfy|Wir tun alles, um die Bedürfnisse unserer Kunden zu befriedigen.|We do everything to satisfy our customers’ needs.
beseitigen|to eliminate, clear|Die freiwilligen Helfer treffen sich am Strand und beseitigen den Müll.|The volunteers meet at the beach and clear the garbage.
der Gründer|founder|Frau Paget ist die Gründerin und Geschäftsführerin des Unternehmens.|Mrs. Paget is the founder and managing director of the company.
das Orchester|orchestra|In dem Orchester spielen viele verschiedene Musiker.|Many different musicians play in the orchestra.
regulär|regular, normal|Regulär dauert ein Fußballspiel 90 Minuten, unter Ausnahme aber auch länger.|A soccer match regularly lasts 90 minutes, but under exception also longer.
der Türke|Turk|Mein Nachbar ist ein Türke und kocht sehr gutes Essen.|My neighbor is a Turk and cooks very good food.
ukrainisch|Ukrainian|Bevor ich in die Ukraine ziehe, lerne ich die ukrainische Sprache.|Before I move to Ukraine, I learn the Ukrainian language.
unterdrücken|to suppress|Die Minderheit des Landes wird unterdrückt und versucht zu fliehen.|The minority of the country is suppressed and tries to flee.
unterteilen|to divide, subdivide, partition|Das Unternehmen ist in verschiedene Bereiche unterteilt.|The company is subdivided into different areas.
verziehen|to distort, twist|Gabi verzieht den Mund, weil der Apfel so sauer ist.|Gabi puckers her mouth because the apple is so sour.
die Bestellung|order, reservation|Der Kellner schreibt sich unsere Bestellung auf.|The waiter takes down our order.
einschließlich|including|Dies ist der Preis einschließlich der Steuern.|This is the price including taxes.
das Glied|limb, joint, link|Ihre goldene Kette ist kaputt, ein Glied ist gerissen.|Her gold chain is broken; one link tore.
die Migration|migration|Die Ursachen für die Migration in ein anderes Land sind ganz unterschiedlich.|The causes of migration to another country vary widely.
der Roboter|robot|Roboter werden gebaut, um den Menschen Arbeit abzunehmen.|Robots are built to do the work of humans.
die Bitte|request|Ich habe eine Bitte an dich, kannst du mir vielleicht zwei Euro geben?|I have a request for you; can you perhaps give me two euros?
die Blüte|blossom|Die Blüten von Rosen riechen sehr gut.|The blossoms of roses smell very good.
elektromagnetisch|electromagnetic|Das Licht, das wir sehen, ist eine elektromagnetische Strahlung.|The light we see is electromagnetic radiation.
inmitten|in the middle/midst of|Das Land befindet sich inmitten einer wirtschaftlichen Krise.|The country is in the midst of an economic crisis.
abschließend|concluding, final|Das Seminar endet mit einer abschließenden Diskussion.|The seminar ends with a concluding discussion.
aufschlagen|to open, serve, pitch|Natascha schlägt ihr Buch auf und beginnt zu lesen.|Natascha opens her book and begins to read.
die Glocke|bell|Die Glocken der Kirche läuten zu traditionellen Anlässen.|The bells of the church ring on traditional occasions.
die Informatik|computer science|Weil Jan Informatik studiert, sitzt er viel am Computer.|Because Jan is studying computer science, he spends a lot of time at the computer.
der Niederschlag|precipitation, rainfall|Wegen der starken Niederschläge steigt das Wasser im Fluss.|Because of the heavy rainfall, the water in the river rises.
örtlich|local|Dieses Kölner Bier ist eine örtliche Besonderheit.|This Cologne beer is a local specialty.
streifen|to touch, brush|Im Wald streift ein Ast meine Schulter.|In the forest, a branch brushes my shoulder.
der Topf|pot|Das Wasser im Topf kocht bereits.|The water in the pot is already boiling.
die Enttäuschung|disappointment|Die Enttäuschung über das blöde Geschenk ist groß.|The disappointment about the stupid gift is great.
ernähren|to feed, nourish, support|Ich ernähre mich ausschließlich ohne Produkte von Tieren.|I feed myself without any products from animals.
prominent|prominent|Zum jährlichen Fest der Stadt tritt ein prominenter Künstler auf.|A prominent artist performs at the city’s annual festival.
die Sowjetunion|Soviet Union|Die Sowjetunion wurde 1991 aufgelöst.|The Soviet Union was dissolved in 1991.
afrikanisch|African|Marthas afrikanische Stoffe sind sehr bunt.|Martha’s African fabrics are very colorful.
die Beschränkung|restriction|Diese Beschränkungen verletzen die fundamentalen Menschenrechte.|These restrictions violate fundamental human rights.
die Genehmigung|approval, permit, permission|Sie brauchen eine Genehmigung, um hier parken zu dürfen.|You need a permit to be allowed to park here.
die Lampe|lamp|Stefanie schaltet die Lampe neben dem Sofa an.|Stefanie switches on the lamp next to the couch.
die Moral|moral|Jede Geschichte hat eine Moral.|Every story has a moral.
philosophisch|philosophical|Ben macht es Spaß, philosophische Fragen zu diskutieren.|Ben enjoys discussing philosophical questions.
verständigen (sich)|to notify, communicate|Die Nachbarin verständigt sofort die Feuerwehr, als sie den Brand bemerkt.|The neighbor immediately notifies the fire brigade when she notices the fire.
die Willenserklärung|declaration of intent|Ursula schreibt eine Willenserklärung, damit ihr Mann nach der Operation für sie entscheiden kann.|Ursula writes a declaration of intent so that her husband makes decisions for her after the operation.
zweifeln|to doubt|Ich zweifle an der Wahrheit der Geschichte.|I doubt the truth of history.
andauern|to continue, last|Der Regen dauert noch drei Tage an.|The rain continues for three more days.
aufrichten (sich)|to put up (right), straighten up|Mit ihrem kaputten Rücken kann sich meine Oma nicht mehr ganz aufrichten.|With her broken back, my grandmother can’t quite straighten up.
auslaufen|to run out, leak|Die Flasche ist kaputt und das ganze Wasser läuft aus.|The bottle is broken and all the water is leaking.
einverstanden|(to be) in agreement|Ich bin mit deinem Vorschlag einverstanden und stimme dir zu.|I agree with your suggestion and agree with you.
fachlich|specialist, technical, professional|Unsere Kunden können sich auf unsere fachliche Kompetenz verlassen.|Our customers can rely on our professional competence.
das Märchen|fairy tale|Im Märchen heiraten der Prinz und die Prinzessin am Ende immer.|In fairy tales, the prince and the princess always marry in the end.
das Regime|regime|Nach der Revolution wird das Land von einem neuen Regime geführt.|After the revolution, the country is led by a new regime.
der Schädel|skull, head|Der feste Knochen des Schädels schützt das Gehirn vor Verletzungen.|The strong bone of the skull protects the brain from injury.
spezialisieren|to specialize|Der Arzt spezialisiert sich auf genetische Krankheiten.|The doctor specializes in genetic diseases.
variieren|to vary|Die Preise variieren stark von Laden zu Laden.|– Prices vary widely from shop to shop.
der Löwe|lion|Obwohl er sehr groß ist, zählt der Löwe zu einer Art der Katzen.|Although very large, the lion counts as a species of cat.
der Operator|operator|Beispiele für mathematische Operatoren sind Plus und Minus.|Examples of mathematical operators are plus and minus.
die Partnerschaft|partnership|Eine erfolgreiche Partnerschaft erfordert gemeinsame Interessen und Werte.|A successful partnership requires shared interests and values.
das Pfund|pound|Ein Pfund ist etwas weniger als ein halbes Kilo.|A pound is a little less than half a kilo.
die Unterhaltung|entertainment, conversation|Dieser Film ist eine gute Unterhaltung für die ganze Familie.|This movie is good entertainment for the whole family.
zerfallen|to fall apart, disintegrate, decay, decline|Der Kuchen ist so trocken, dass er auf dem Teller zerfällt.|The cake is so dry that it falls apart on the plate.
zustande|(come/bring) about|Ich bin so müde, dass ich heute nichts zustande bringe.|I’m so tired, I can’t accomplish anything today.
ablösen|to take over, remove, peel away|Ich muss heute nicht den ganzen Tag arbeiten, weil mich Jan ablöst.|I don’t have to work all day today because Jan is taking over from me.
allenfalls|at most|Ich habe wenig Zeit und kann allenfalls morgen für zwei Stunden arbeiten.|I have little time and can work for two hours tomorrow at most.
ausbleiben|to be missing, fail to appear, stay out|Weil sie schwanger ist, bleibt ihre Periode aus.|Because she’s pregnant, her period fails to appear.
besorgen|to get, provide, buy|Dieses Jahr besorge ich keine Geschenke für Weihnachten.|I’m not getting presents for Christmas this year.
binnen|within|Binnen vier Wochen muss die Arbeit fertig sein.|The work must be completed within four weeks.
einstig|former|Das Gebäude der einstigen Firma steht jetzt leer.|The building of the former company is now empty.
entgegensetzen|to oppose, counter|Deinem Argument kann ich nichts entgegensetzen.|I have nothing to counter your argument.
die Inszenierung|production, staging|Wir sehen uns heute eine Inszenierung im Theater an.|We’re going to see a production at the theater today.
das Kraftwerk|power plant|Wenn die Kraftwerke ausfallen, haben wir keinen Strom.|If the power plants fail, we’ll have no power.
das Nervensystem|nervous systems|Man unterscheidet zwischen zwei Nervensystemen im menschlichen Körper.|One distinguishes between two nervous systems in the human body.
nördlich|north|Der See liegt nördlich von der Stadt.|The lake is located north of the city.
obig|above|Bitte schicken Sie die Ware an die obige Adresse.|Please send the goods to the above address.
skeptisch|skeptical|Deiner Idee stehe ich skeptisch gegenüber.|I’m skeptical about your idea.
überwachen|to monitor, control, watch|Der Staat ergreift Maßnahmen, um Menschen einfacher überwachen zu können.|The state is taking steps to make it easier to monitor people.
UNO (Vereinte Nationen)|UN|Die UNO ist eine Organisation von mehreren Staaten zur Sicherung des Friedens auf der Welt.|The UN is an organization of multiple states for securing peace in the world.
woanders|somewhere else|Der Laden ist schon geschlossen, hat woanders noch einer auf?|The place is closed; is another one open somewhere else?
ablesen|to read|Einmal im Jahr liest jemand den Zähler für unseren Strom ab.|Once a year someone reads the meter for our electricity.
anzünden|to light|An Weihnachten zünden wir viele Kerzen an.|At Christmas, we light a lot of candles.
ärztlich|medical|Auf ärztlichen Rat hin darf ich das Bett nicht verlassen.|On medical advice, I cannot leave the bed.
der Fürst|prince|Der Titel eines Fürsten wird heute nicht mehr vergeben.|The title of prince is no longer awarded today.
geschickt|skilled|Paula ist sehr geschickt im Umgang mit Computern.|Paula is very skilled with computers.
mittelalterlich|medieval|Ich gehe gerne auf mittelalterliche Märkte.|I like to go to medieval markets.
repräsentieren|to represent|Als Student repräsentiere ich meine Universität.|As a student, I represent my university.
das Rezept|recipe, prescription|Ich suche ein neues Rezept, das ich kochen kann.|I’m looking for a new recipe I can cook.
der Sack|sack, bag|Ich kaufe einen Sack Kartoffeln.|I’m buying a sack of potatoes.
Thüringen|Thuringia|Im Bundesland Thüringen kann man sehr gut wandern gehen.|In the federal state of Thuringia you can go hiking very well.
anorganisch|inorganic|Anorganische Stoffe sind Elemente in der Chemie, die keinen Kohlenstoff enthalten.|Inorganic substances are elements in chemistry that do not contain carbon.
ausstehen|to stand, bear, be pending|Deine Antwort auf meine Einladung steht noch aus.|Your answer to my invitation is still pending.
das Bundesamt|federal office|In Deutschland gibt es mehrere Bundesämter wie zum Beispiel das Bundesamt für Finanzen.|There are a number of federal offices in Germany, such as the Federal Office of Finance.
einschließen|to lock up, involve, include|Diese Studie schließt nicht nur interne, sondern auch externe Daten ein.|This study includes not only internal but also external data.
der Faden|thread|Aus dem Loch in meiner Jacke hängt ein langer, dünner Faden.|There’s a long, thin thread hanging out of the hole in my jacket.
hunderttausend|hundred thousand|Ich bezahle für das neue Auto hunderttausend Euro.|I’m paying a hundred thousand euros for the new car.
der Oberschenkel|thigh|Als Oberschenkel bezeichnet man den oberen Teil des Beines bei einem Menschen.|The upper part of a person’s leg is called the thigh.
die Schlacht|battle|Die Schlacht bei Waterloo zählt als die letzte Schlacht von Napoleon.|The Battle of Waterloo is considered the last battle of Napoleon.
sinnlos|meaningless|Niko stellt nur sinnlose Fragen, auf die er die Antworten schon kennt.|Niko only asks meaningless questions to which he already knows the answers.
streben|to strive|Jeder Mensch strebt danach, ein zufriedenes Leben zu führen.|Every person strives to lead a contented life.
der Algorithmus|algorithm|Durch Algorithmen können Lösungen berechnet werden.|Algorithms can be used to calculate solutions.
beleuchten|to light, illuminate, examine|Um eine Lösung zu finden, müssen wir das Problem aus einer anderen Perspektive beleuchten.|To find a solution, we need to examine the problem from a different perspective.
drucken|to print|Der Verlag druckt diese Reihe von Büchern in hoher Auflage.|The publisher prints this series of books in large editions.
erreichbar|within reach, reachable|Ich bin erst heute Abend wieder erreichbar, dann können wir telefonieren.|I’m only reachable again this evening, then we can talk on the phone.
erschweren|to complicate, make more difficult|Du erschwerst mir meine Arbeit, wenn du so oft anrufst.|You make my work more difficult if you call me so often.
die Fahne|flag|Die Fahne eines Landes dient als Symbol.|The flag of a country serves as a symbol.
die Panik|panic|Der Terroranschlag löst eine Panik unter den Menschen aus.|The terrorist attack has caused a panic among the people.
populär|popular|Je mehr Menschen unser Buch lesen, desto populärer wird es.|The more people read our book, the more popular it becomes.
die Rotation|rotation|Durch die Rotation des Autos wird mir übel.|The rotation of the car makes me sick.
unterschätzen|to underestimate|Weil ich klein bin, unterschätzen viele Menschen meine Kraft.|Because I am small, many people underestimate my strength.
die Vereinigung|organization, association, unification|Eine Vereinigung ist eine Organisation aus Menschen oder Staaten, die ein gemeinsames Ziel verfolgen.|An association is an organization of people or states pursuing a common goal.
der Anleger|investor|Als Anleger nehme ich finanzielle Investitionen vor.|As an investor, I make financial investments.
der Darm|intestine|Der Darm ist ein Organ, über den wichtige Stoffe aus der Nahrung in den Körper gelangen.|The intestine is an organ through which important substances from food enter the body.
erobern|to conquer, take, win|Die Mannschaft trainiert hart, um in diesem Jahr den höchsten Titel zu erobern.|The team is training hard to win the highest title this year.
die Fassade|facade, front|Das Haus hat eine sehr schöne Fassade von außen.|The house has a very nice facade from the outside.
der Favorit|favorite|Von allen Schauspielern ist dieser der Favorit für die Rolle.|Of all the actors, this one is the favorite for the role.
das Plakat|poster|Um für sich zu werben, hängen Politiker Plakate von sich auf.|Politicians hang posters to promote themselves.
die Terrasse|terrace, patio|Wir bauen eine Terrasse an unser Haus, damit wir im Frühling draußen sitzen können.|We’re building a patio next to our house so we can sit outside in the spring.
aufsuchen|to see, visit|Du siehst sehr krank aus, du solltest einen Arzt aufsuchen.|You look very ill; you should see a doctor.
forschen|to research, do research|Mein Professor forscht an der Universität im Bereich Kommunikation.|My professor is researching communication at the university.
der Gesetzentwurf|bill, draft law|Bald gibt es einen Gesetzentwurf, der verbietet, dass man Fotos von fremden Menschen verschickt.|Soon there will be a bill prohibiting the sending of photos of strangers.
intellektuell|intellectual|Um intellektuell zu wirken, trage ich jetzt eine Brille.|To make me look intellectual, I wear glasses now.
legendär|legendary|Diese Party ist legendär und die Leute sprechen sicher noch in zehn Jahren darüber.|This party is legendary, and I’m sure people will talk about it in ten years.
die Lektüre|reading|Bevor ich schlafen gehe, lese ich nur leichte Lektüre.|Before I go to sleep, I only read light reading.
motorisch|motor|Nach meinem Unfall muss ich die motorischen Fähigkeiten meiner Hand trainieren.|After my accident, I have to train the motor skills of my hand.
nunmehr|now|Es ist nunmehr Zeit, nach Hause zu gehen.|It’s time to go home now.
die Richtlinie|guideline|Es gibt eine neue Richtlinie darüber, wie wir uns bei der Arbeit zu verhalten haben.|There is a new guideline on how we should behave at work.
der Trick|trick|Martha kennt viele Tricks, wie wir beim Einkaufen sparen können.|Martha knows many tricks for how we can save money when shopping.
der Tropfen|drop|Jeden Abend nimmt meine Oma drei Tropfen ihrer Medizin.|Every night my grandma takes three drops of her medicine.
abschaffen|to abolish|Die Studierenden fordern, dass die Gebühren für das Studium abgeschafft werden.|The students demand that the fees for studying be abolished.
anheben|to raise|Mein Chef will unsere Löhne anheben, wenn wir weniger Pausen machen.|My boss wants to raise our wages if we take fewer breaks.
bewundern|to admire|Ich bewundere meinen Vater dafür, dass er arbeiten geht und gleichzeitig drei Kinder versorgt.|I admire my father for going to work and taking care of three children at the same time.
die Burg|castle|Diese Burg stammt aus dem frühen Mittelalter und ist heute ein Museum.|This castle dates from the early Middle Ages and is now a museum.
der Engel|angel|Wenn mein Baby schläft, sieht es aus wie ein Engel.|When my baby sleeps, he/she looks like an angel.
das Fazit|summary, conclusion|Ich fasse meine Gedanken am Ende in einem Fazit zusammen.|At the end I summarize my thoughts in a summary.
hervorrufen|to evoke, arouse, cause|Peter ruft in mir positive Gefühle hervor.|Peter evokes positive feelings in me.
Irland|Ireland|Irland wird auch die “grüne Insel” genannt.|Ireland is also called the “green island”.
die Mechanik|mechanics|Unter Mechanik versteht man in der Physik die Bewegung von Körpern.|In physics, mechanics is the movement of bodies.
der Psychologe|psychologist|Seit dem Tod meiner Eltern bekomme ich Hilfe von einem Psychologen.|Since my parents died, I’ve had help from a psychologist.
