el/la	the	el diccionario tenía también frases útiles|the dictionary also had useful phrases
entrañas	insides, bowels	murió cuando un águila devoró sus entrañas|it died when an eagle devoured its insides
restringir	to limit, restrict	El servidor web puede restringir las páginas a una red privada.|The web server can restrict the web pages of a private network
incidencia	ocurrence, impact	hay un aumento en la incidencia del cáncer de tiroides|there is an increase in the occurrence of thyroid cancer
tumor	tumor, growth	le han detectado que se trata de un tumor maligno|they have discovered that he has a malignant tumor
enfatizar	to emphasize, stress	pegó las teclas más fuerte para enfatiza|she hit the keys harder to emphasize her opinion
monarca	monarch	Napoleón derribó a un monarca de la casa de Habsburgo|Napoleon toppled the monarch of the house of Hapsburg
recitar	to recite	recita cuidadosamente las reglas|carefully recite the rules
repasar	to review, revise	el magistrado volvió a repasar sus apuntes|the judge reviewed his notes once again
barbaridad	atrocity	Estás todo sucio y rotoso; ¡qué barbaridad!|You are all dirty and ragged; how atrocious!
costoso	costly, expensive	se ha puesto en marcha todo este vasto y costoso operativo|all of this vast and expensive operation has been launched
experimental	experimental	es imprescindible la comprobación experimental de los cálculos|the experimental verification of the calculations is indispensable
princesa	princess	Sophía bailaba como la princesa en la presentación|Sophia danced as the princess in the presentation
sentenciar	to sentence, condemn	es imposible sentenciarlo sin ver el escenario del crimen|it’s impossible to sentence him without seeing the crime scene
progresivo	progressive	vemos un cambio progresivo con el tiempo|we see a continuing change in the weather
informático	computer	hay un virus informático que suplanta diferentes cuerpos de seguridad|there is a computer virus that replaces different security programs
recortar	to trim, cut off, clip	logró recortar un trozo de la túnica|he managed to cut off a piece of the tunic
tramo	section, stretch, plot	fue el tramo de 2 kilómetros entre Dos Bocas y San Lorenzo|it was the 2-kilometer stretch between Dos Bocas and San Lorenzo
camioneta	van, bus	su auto, una camioneta negra, quedó a orilla de la calle|his car, a black van, was parked on the side of the street
polaco	Polish	las fuerzas del ejército polaco huyeron hacia Rumania|the forces of the Polish army fled to Romania
empapar	to soak, drench	no es necesario el paraguas, hay que empaparse bien|you don’t need an umbrella, just get soaked to the skin
apoderar	to take power	La culpa se apoderó de nosotros y nos entregamos.|Guilt took control of us and we turned ourselves in.
escupir	to spit	me hace escupir blasfemias de lo enojado que estoy|he makes me spew cuss words from how angry I get
temeroso	fearful	es un hombre temeroso, acobardado|he is a fearful man, intimidated
comprador	buyer	felicitó al comprador por su excelente adquisición|he congratulated the buyer for his excellent acquisition
decente	respectable, decent	No, no, no, una niña decente no duerme en la casa de otras personas.|No, no, no, a respectable girl does not sleep in other people’s houses.
comprometido	committed, engaged	él le dijo que está comprometido conmigo|he told her he was engaged to me
abundancia	abundance	hablan de prosperidad, de abundancia y de reconstrucción|they speak of prosperity, abundance, and reconstruction
espiar	to spy on	Estados Unidos tiene la capacidad de espiar a los usuarios de iPhone.|The US has the ability to spy on iPhone users.
especificar	to specify, itemize	se debe especificar sus datos y rellenar un formulario|you must specify your personal information and fill out the form
detención	detention, arrest	y la posterior detención de sospechosos y delincuentes|and the subsequent detention of suspects and criminals
ficticio	fictitious	hay que recordar que en el cine todo es ficticio|you must remember that in the movies everything is fiction
indicio	indication, sign	No hay ninguna puerta abierta, ningún sonido, ningún indicio de vida.|There is no open door, no sound, no sign of life.
cráneo	skull, cranium	durante la cirugía, le partieron el cráneo en la mitad|they split the skull in half during the surgery
contaminar	to contaminate, pollute	debemos cuidar al mundo y no contaminar al medio ambiente|we should take care of the world and not pollute the environment
predominar	to predominate	donde predomina el discurso lírico|where the lyric discourse predominates
vulgar	vulgar, common, banal	Solamente es un vulgar resfriado.|It’s only a common cold.
sueco	Swiss	Para un ciudadano sueco residente en Estados Unidos el costo del pasaporte es $60.|For a Swiss citizen living in the US, a passport is $60.
implantar	introduce, implant	Isabel I quiso implantar la religión anglicana por la fuerza|Elizabeth I tried to establish the Anglican religion by force
envío	shipment, delivery	No se permite el envío de mensajes de contenido ni sexista ni racista.|Sending messages with sexist or racist content is not permitted.
habitualmente	habitually	¿Cuál es la técnica que utilizas habitualmente para estudiar?|What method do you usually use to study?
catástrofe	catastrophe	esa tremenda catástrofe cultural que fue la Guerra Grande|that tremendous cultural catastrophe that was the Great War
estupidez	stupidity, stupid thing	Supongamos que esa momia soy yo. // ¡Qué estupidez! Ya te reconozco.|Let’s suppose that I am this mummy. // How stupid! I recognize you right away.
obsesión	mania, obsession	Tiene una obsesión maniática de publicar su libro.|He has a fanatic obsession about publishing his book
emisor	transmitter, emitter	lo detectamos por el sonido del emisor de radio que le ponemos|we detected him by the sound from the transmitter that we set up
perteneciente	pertaining, belonging	es un poeta perteneciente a una joven generación|he is a poet belonging to a young generation
publicitario	advertising	vio el anuncio publicitario de un medicamento|she saw the advertising announcement of a medication
verdura	vegetables, greenery	un plato donde encuentras verduras, fruta y también carne|a plate where you find vegetables, fruits, and also meat
auxilio	help, aid, assistance	está pidiendo auxilio para sus hijos|she is asking for help for her children
rollo	roll, coil	Alán pusó el rollo de manguera en el cobertizo|Alan put the hose coil in the shed
brutal	brutal, savage	le aplicó un golpe brutal por debajo de las costillas|he gave him a brutal blow below the ribs
agradecido	grateful, thankful	estaba muy agradecido de tener trabajo|he was very thankful for having a job
descuidar	to neglect	enseñan bastante el francés, pero descuidan el español|they teach quite a lot of French, but they neglect Spanish
popularidad	popularity	¿Cómo se explica usted la baja popularidad del Presidente?|How can you explain the unpopularity of the President?
galaxia	galaxy	La Vía Láctea es nuestra galaxia, el Sistema Solar está dentro de ella.|The Milky Way is our galaxy, the Solar System is inside it.
incierto	uncertain	¿Era su destino tan incierto como el mío?|Was your destiny as uncertain as mine?
veneno	poison, venom	el veneno de la cobra asiática es muy tóxico|the venom of the Asiatic cobra is very toxic
renuncia	resignation, renunciation	hubo una renuncia de un secretario de gobernación|there was a renunciation of the head secretary
contorno	outline, perimeter, edge	miraban el irregular contorno de las nubes|they looked at the irregular shapes of the clouds
altamente	highly	la limpieza del combustible altamente radiactivo|the purity of the highly radioactive fuel
certificado	certificate	Tengo una licencia de sustituto, y un certificado en educación infantile.|I have a substitute’s license and a certificate in elementary education.
jerarquía	hierarchy, rank	no sólo figura mi nombre y apellido, sino mi jerarquía en la fábrica|not just my first and last name appear, but my position in the factory
predicar	to preach	Practica lo que predicas.|Practice what you preach.
emigrar	to emigrate	finalmente decidimos emigrar de España|we finally decided to emigrate from Spain
reparto	distribution, delivery	se debe hacer otro reparto más equitativo|you should do the other distribution more fairly
precedente	precedent	es un avance sin precedentes en la historia del país|it is an advance without a precedent in the history of the country
residente	resident	Mi marido argentino y yo somos residentes permanentes en Londres.|My Argentine husband and I are permenant residents of London.
aislar	to isolate, insulate	mantendrá la política de aislar económicamente a Cuba|he will maintain the policy of isolating Cuba economically
transitar	to roam, go by	los pasajeros que transitan por el terminal tienen prisa|the passengers that circulate through the terminal are in a hurry
divisa	currency, emblem	La depreciación sufrida por el dólar frente al resto de divisas.|The depreciation that the dollar has suffered, compared to other currencies
grato	agreeable, pleasant	sería muy grato para mí, si usted quisiera cenar conmigo|it would be very pleasant for me if you wanted to have dinner with me
alarma	alarm	el timbre de alarma no me preocupó demasiado|the sound of the alarm didn’t worry me much
entretenimiento	entertainment	eran utilizados como entretenimiento; para hacer las personas reír|they were used as entertainment; to make people laugh
protector	protector, defender	se llamaba protector de los indios|he was known as protector of the Indians
collar	collar, necklace	ella se compra un collar de perlas|she buys herself a pearl necklace
precaución	caution, forethought	la precaución le había salvado la vida|caution had saved his life
clic	click	simplemente buscas algo, haces clic y tendrás resultados|you simply find something, click on it, and you will have your solution
escasez	scarcity, shortage	Es una alimentación inadecuada, por una escasez de fibras.|It is an inadequate diet, with a shortage of fiber.
topar	to run into, bump into	se topó con Marco en el parque|she ran into Marco at the park
corral	corral, yard	la docena de gallinas que criaba en el corral|the dozen chickens he used to raise in the yard
alba	dawn, daybreak	los fantasmas vagan desde la medianoche hasta el alba|the ghosts wander around from midnight until dawn
productividad	productivity	la empresa que no incrementa su productividad termina por quebrar|a company that doesn’t increase their productivity will end up broke
pastilla	pill, capsule	tomó una pastilla blanca pequeña y se la puso debajo de la lengua|she took a small white pill and she put it under her tongue
decidido	determined, resolute	lo nuestro es hermoso y estoy decidido a luchar por él|what we have is beautiful and I am dedicated to fighting for it
progresar	to progress	progresó mucho este año|he progressed a great deal this year
facción	(face) feature, faction	la palidez ha afilado sus facciones faciales|her pallor has sharpened her facial features
referente	concerning	contiene todos los datos referentes al abonado y su servicio|it has all the information concerning the subscriber and his service
gasolina	gasoline	Pero además tú traes algo de gasolina en tu tanque.|Aside from that, you have some gas in your tank.
extremadamente	extremely	creo que España es un país extremadamente emocional|I believe that Spain is an extremely emotional country
alerta	alert	los programas de prevención y alerta funcionaron|the prevention and alarm programs worked
innecesario	unnecessary	no quiero perder el tiempo en trámites innecesarios|I don’t want to waste time on unnecessary procedures
cariñoso	affectionate	es una gata cariñosa que siempre pide una caricia|she is an affectionate cat that always wants to be petted
ilustrar	to illustrate	está dedicado a ilustrar sus sueños con grandes pinturas murales|he is dedicated to illustrating his dreams with great mural paintings
fuertemente	strongly	se identifica usted fuertemente con algunos artistas visuales|you are frequently identified with several visual artists
adherir	to adhere, attach	se adherían formalmente al programa|they stuck to the official program
bordar	to embroider	le enseñaron a coser y a bordar tapices|they taught her to sew and embroider tapestries
codo	elbow	dobla los brazos por el codo y levanta cien kilos|he bends his arms at the elbow and lifts 100 kilograms
animado	excited, lively	¡Esta es una fiesta muy animada!|This is a very lively party!
movilizar	to mobilize	han movilizado a los hombres con edades entre dieciseis y veinticuatro años|they have mobilized all men between sixteen and twenty-four years old
hígado	liver	mi abuela que vive en Georgia siempre me prepara hígados de gallina fritos|my grandmother that lives in Georgia always cooks fried chicken livers for me
satisfactorio	satisfactory	al final llegan a un desenlace satisfactorio para todos|finally they arrived at a satisfactory outcome for everyone
hábil	skillful, clever	Es especialista muy listo, muy hábil, muy capacitado.|He is a very smart, very skillful, and very capable specialist.
fabricante	manufacturer	ha logrado atraer a los fabricantes de teléfonos para usar su sistema|he has been able to attract phone manufacturers so they use his system
incorporación	inclusion, incorporation	la incorporación de España a la Comunidad Europea|the inclusion of Spain in the European community
ama	housekeeper, housewife	cuánto amaba a ese muchachito hermoso|she loved that beautiful boy so much
bolso	bag, purse	Te decimos qué empacar en la maleta o bolso para cuando des a luz.|We will tell you what to pack in your bag for when you give birth.
canciller	chancellor, ambassador	El canciller argentino se mostró molesto con el gobierno chileno.|The Argentine ambassador seemd annoyed with the Chilean government.
públicamente	publicly, in public	a muchos de ellos se les ha apoyado públicamente|many of them have been supported publicly
tolerancia	tolerance	es difícil tener tolerancia con esos individuos|it is hard to have tolerance for those individuals
idiota	idiot, dunce	me llamó inútil, me llamó idiota, me llamó imbécil|he called me useless, he called me idiot, he called me imbecile
catálogo	catalog	buscaba el catálogo de cursos escolares|she was looking for the catalog of school courses
constatar	to prove, verify	logró constatar que nunca antes había estado en ese lugar|she managed to prove that she had never been to that place before
deficiencia	deficiency, lack	hay gente que sufre las deficiencias en el servicio público de salud|there are people who suffer from the dificencies in the public health system
atormentar	to torture, torment	me atormenta el alma y me impide el sueño|it torments my soul and keeps me from sleeping
solemne	solemn	hizo una promesa solemne|he made a solemn promise
compatriota	fellow countryman	te gusta que tus compatriotas te apoyen|you like that your fellow countrymen support you
frotar	to rub, scrub	hay que secar la piel sin frotar y aplicar una crema hidratante|dry off your skin without rubbing and apply a moisturizer
comisaría	police station	se lo llevaron a la comisaría local, en donde fue interrogado por 7 horas|they took him to the local police station where he was interrogated for 7 hours
metodología	methodology, method	para minimizar la variabilidad entre laboratorios y sus metodologías|in order to minimize the variability between laboratories and their methods
millonario	millionaire	se roban todo y viven como millonarios de el mundo capitalista|they steal everything and then live like millionaires of the capitalist world
bote	boat, container	los tira en el bote para llevarlos al mar|he throws them into the boat to carry them out to sea
bicho	bug, creature	no había nada aparte de bichos molestos|there was nothing other than annoying bugs
hongo	mushroom, fungus	su médico diagnostica además una infección por bacterias u hongos|his doctor also diagnosed a bacterial infection or fungus
movilización	mobilization	esperan la movilización a muchos votantes socialistas|they hope for the mobilization of many socialist voters
lienzo	canvas, painting	Consiste en un lienzo rectangular de color azul.|It consists of a rectangular blue canvas.
franja	strip, stripe, fringe	apenas separadas por una franja de tierra verde|they are hardly separated by a strip of green land
cinturón	belt	mi padre tensó el cinturón otra vez; ha perdido 10 libras|my father tightened his belt again; he has lost 10 pounds
repetición	repetition	la repetición es la clave de aprender español|repetition is the key to learning Spanish
sombrío	shady, dark, dismal	se asomó a la ventana mirando el enorme y sombrío patio|she appeared at the window, looking at the enormous, dark patio
valiente	brave, courageous, bold	la gente valiente supera el miedo que siente|brave people overcome the fear that they feel
olla	pot, kettle	la añadó a una olla gigante de sopa de pollo hirviendo|she added it to a giant pot of boiling chicken soup
encajar	to insert, fit well	no encaja con la decoración|it doesn’t fit well with the decor
limón	lemon, lime	la mezcla de miel con limón es muy efectivo para combatir los síntomas de la gripe|the mixture of honey and lemon is very effective in fighting off flu symptoms
complementario	additional, complementary	le concedí tiempo complementario|I gave him additional time
narrador	narrator	hacen uso de un narrador que comenta la escena|they use a narrator that comments on the scenes
contrastar	to contrast	su simplicidad estilística contrasta con su complejidad psicológica|his stylistic simplicity contrasts with his psychological complexity
simultáneamente	simultaneously	varias empresas operan simultáneamente en ese edificio|various companies operate simultaneously in that building
resistente	tough, resistant, durable	proporciona una superficie lisa, dura y resistente|it provides a smooth, hard, and durable surface
acumulación	accumulation	el problema de la acumulación de residuos en el medio ambiente|the problem of the accumulation of residue in the environment
araña	spider	esta red de mentiras que tejiste como una araña|this web of lies that you spun like a spider
cicatriz	scar	La operación sólo dejó pequeñas cicatrices.|The surgery only left small scars.
festejar	to celebrate	los vecinos salieron a brindar y festejar la llegada del año nuevo|the nieghbors came out to drink a toast and celebrate the new year
controversia	controversy	Son asuntos políticos que no van a entrar en una controversia.|They are political issues that are not going to start a controversy.
portada	cover, title page	ha llevado la cuestión a la portada de los periódicos de ámbito nacional|it has brought the matter to the covers of national magazines
fidelidad	faithfulness, accuracy	no recuerdo con fidelidad los detalles|I don’t remember the details with accuracy
complicación	complication	espero que tu embarazo sea sin complicaciones|I hope your pregnancy is without complications
mostrador	counter, desk	se trata de la persona del otro lado de el mostrador en una tienda|it has to do with the person on the other side of the counter in a store
escurrir	to drip, drain, trickle	Enjuagar la cebolla rallada con agua, escurrir y reservar.|Rinse the grated onion with water, drain it, and set it aside.
apelar	to call upon, appeal to	apela a su sentido de la responsabilidad|he is appealing to her sense of responsibility
goma	rubber	una pelota de goma, rebotando, va a detenerse a sus pies|a rubber ball, bouncing, is going to stop at your feet
agricultor	farmer	comenzó como una sociedad rural de agricultores independientes|it began as a rural society of independent farmers
vejez	old age	quería vivir hasta la vejez con un marido leal|she wanted to live until old age with a loyal husband
factura	invoice, bill	tenía que enviarnos la factura telefónica mensual|he had to send us the monthly phone bill
torcer	to twist, bend, distort	le torció el brazo y logró que soltara la pistola|he twisted his arm and got him to drop the gun
sustentar	to maintain, support	las bases sobre las que se sustenta el ejercicio del poder político|the foundations which support the exercise of political power
colar	to slip in [se]	para colarse dentro del cuarto por la ventana abierta|to slip in the room through the open window
mango	handle, mango	una pala muy rara, estrecha y larga con un mango de un metro|a very strange shovel, narrow and long, with a handle measuring one meter
donación	donation	se necesita apoyo financiero, por lo que agradecemos su donación|we need financial support, which is why we are grateful for your donation
denominación	name, denomination	el territorio conocido por la denominación de Países Bajos|the territory known under the name of the Netherlands
parroquia	parish	iban a la misa de los domingos, en la parroquia|they used to go to the Mass on Sundays, at the parish
madurar	to mature, ripen	me falta madurar, me falta adquirir técnicas|I need to mature, I need to acquire technique
oso	bear	había osos polares, zorros, liebres y pájaros árticos|there were polar bears, foxes, hares, and arctic birds
indirecto	indirect	¿Sabes la diferencia entre el objeto directo y el objeto indirecto?|Do you know the difference between the direct object and the indirect object?
iluminación	illumination, lighting	se van las luces y sólo queda la iluminación de velas|the lights are going out and only candlelight is left
reparación	repair, reparation	los microrobots podrán ser aplicados en la reparación de tejidos|microbots will be able to repair tissues
decadencia	decline, decay	Era más famoso durante la decadencia del arte modern.|He was more famous during the decline of modern art.
alquiler	rent, rental	Necesita dinero para pagar el alquiler del piso en que vive.|He needs money to pay the rent for the apartment where he lives.
invento	invention	Edison anunció en 1877 el invento del fonógrafo|Edison announced the invention of the phonograph in 1877
diseñador	designer, stylist	el diseñador trabaja bajo ciertas pautas de las que el artista carece|designers work within certain guidelines which artists don’t have
alambre	wire	por una pieza de alambre de acero inoxidable|for a piece of stainless steel wire
migración	migration	El problema crece con la migración del campo a la ciudad.|The problem is growing with migration from the country to the city.
integridad	integrity	siempre hemos admirado tu integridad y tu valentía|we have always admired your integrity and your courage
saliva	saliva, spit	La rabia se transmite por la saliva del animal infectado.|Rabies is transmitted through the saliva of the infected animal.
continental	continental	situado en la parte sureña del territorio continental de Estados Unidos|located in the southern part of the continental territory of the United States
ascensor	elevator	cerré la puerta y bajé en el ascensor|I closed the door and went down on the elevator
congelar	to freeze	a esa temperatura no debería de congelarse|at that temperature it shouldn’t freeze
embarcar	to embark, load	faltaba una hora para embarcar en el avión|they had an hour left before the plane took off
simular	to pretend, simulate	siempre está leyendo, o simulando leer|she is always reading, or pretending to read
encaje	lace	tenemos un tapete de encaje, precioso, en blanco|we have a lace rug; beautiful and white
peón	unskilled laborer, field hand	muchas granjas contratan peones por una estación|many farms hire farmworkers for a season
abusar	to abuse	uno no debe abusar de la confianza de los padres|one should not abuse parental trust
vaciar	to empty, pour out	ella lo toma de a sorbitos hasta vaciar su copa|she takes sips of it until she empties the cup
testamento	will, testament	su héroe era el Job del Antiguo Testamento|his hero was Job from the Old Testament
bono	bond, certificate, voucher	ofrece un horario de trabajo flexible, un excelente sueldo y bonos|it offers a flexible work schedule, an excellent salary and bonuses
súbito	sudden	un relámpago súbito ilumina la escena|a sudden lightning bolt illuminates the scene
arruga	wrinkle	al pasar los años las arrugas asoman al rostro|with the passing of years wrinkles will appear on your face
síndrome	syndrome	a los 14 años los médicos le diagnosticaron el síndrome de Asperger|at the age of 14 the doctors diagnosed him with Asperger’s syndrome
estatuto	statute	se regirán por las normas del Estatuto de Servicio Civil|they will be ruled by the Statute of Civil Service
rebelde	rebel, insurgent	su uso de la fuerza contra los rebeldes antisoviéticos en Hungría|their use of force against the anti-Soviet rebels in Hungary
encantado	pleased, delighted	Martin quedó encantada con los regalos recibidos|Martin was delighted with the gifts he received
alimentario	food	su dieta alimentaria contenía cantidades suficientes de caloríasa|his balanced food diet included a sufficient quantity of calories
largar	to let go, start out	mis hermanos tenían que largarse detrás de los primos menores|my brothers had to start out behind the younger cousins
cueva	cave	es una pequeña cueva rodeada de inmensas rocas|it is a small cave surrounded by huge rocks
manipulación	handling, manipulation	usaban estrategias de control y de manipulación sobre la clase baja|they used control and manipulation strategies over the lower class
hormiga	ant	los animales sociales, como las abejas y las hormigas|the social animals, like bees and ants
licenciar	to license, discharge	decidirá licenciarse en la carrera de Derecho|he will probably decide to get a law degree
cuna	cradle, birth, lineage	cantaron las canciones de cuna que las madres dedicaban a los críos|they sang the lullabies that mothers sang to their children
fusil	gun, rifle	¿Cómo se debe detener a un hombre armado con un fusil AK-47?|How can you stop a man armed with an AK-47 rifle?
alternar	to alternate	alternamos la gimnasia con la natación|we alternate between gymnastics and swimming
índole	nature, temperament	eran de índole resignada y sumisa|they had a resigned and submissive nature
latir	to beat (heart)	mi corazón se puso a latir rápidamente|my heart began to beat rapidly
detenido	prisoner, detainee	los detenidos fueron acusados de traficar en la marihuana|the prisoners were accused of selling marijuana
uruguayo	Uruguayan	las costumbres uruguayas tienen origen en el conocimiento de las hierbas|Uruguayan customs come from the knowlede of herbs
rocío	dew	baña de rocío a los hermosos jardines|it bathes the beautiful gardens with dew
seriedad	seriousness	siempre se comporta con mucha seriedad|she always behaves with such seriousness
invención	invention, contrivance	era pura invención; no tenía ningún fundamento real|it was pure invention; it didn’t have any basis in reality
reprimir	to repress	no pudo reprimir sus ganas de llorar|she couldn’t repress her desire to cry
irregularidad	irregularity	la aerolínea tuvo diferentes retrasos e irregularidades en sus vuelos|the airline had problems with delays and irregularities with their flights
panel	panel, screen	haga clic en Panel de control|click on the control panel
cabellera	hair	la abundante cabellera castaño oscura arreglada en dos trenzas|her abundant dark brown hair that was arranged in two braids
entierro	burial	voy al entierro de mi abuelo|I am going to my grandfather’s burial
postre	dessert	hay un postre de helados de fresas en el congelador|there is a strawberry ice cream dessert in the freezer
hispano	Hispanic	los calificativos «hispano» o «blanco» obedecen a definiciones sociales|the words “hispanic” and “caucasian” follow social definitions
alertar	to alert, warn	sonaron las campanas para alertar al poblado|they sounded the bells to alert the village
tumbar	to knock over, cast down	Beatriz lo tumbó al suelo derramando toda la espuma|Beatriz knocked it over on the ground, spilling all the foam
creyente	believer, follower	Lo que ustedes, los creyentes, tienen con Dios, es muy hermoso.|What you, the believers, have with God is very beautiful.
celda	cell	Un prisionero está en una celda guardada por dos carceleros.|A prisoner is in his cell, guarded by two jailers.
cinematográfico	cinematic	tras años de ausencia en la escena cinematográfica regresa feliz|after years of absence from the cinematography scene, he’s happy to return
tomate	tomato	algunas fuentes vegetales son tomates, espinacas, col y pimientos|some vegetable sources are tomatoes, spinach, cabbage, and peppers
constancia	perseverance	seguiremos con constancia hasta que lo logremos|we will continue to persevere until we achieve it
suministro	supply, provision	Si busca los medicamentos recetados ve al suministro de emergencia.|If you’re looking for the prescribed medicine go to the emergency supplies.
encoger	to shrink	es flexible, así que se alarga y encoge según la ocasión|it’s flexible, so it expands or shrinks according to the situation
autorizado	authorized	el individuo está autorizado para ejercer los derechos políticos|the individual is entitled to exercise political rights
partidario	in favor of, supportive	yo no soy partidario de los noviazgos largos|I am not a supporter of long engagements
reanudar	to renew, resume	rehusó aceptar el veredicto y trató de reanudar la batalla|he refused to accept the verdict and tried to resume the battle
bruto	brutal, coarse, clumsy	es un bestia, un bestia bruto|he is a beast, a stupid beast
desfile	parade, line, formation	me gusta ver el desfile de los caballos desde el parque|I like to watch the parade of horses from the park
harina	flour	mi madre siempre hace a mano tortillas de harina|my mother always makes flour tortillas by hand
pedagógico	pedagogical, teaching	cree en el valor pedagógico de la literatura infantil|she believes in the pedagogical value of children’s literature
gemir	to moan, groan	Debes gritarlo, gemirlo, hacer que se sienta que realmente lo necesitas.|You should shout it, moan about it, and make him realize that you really need it.
caracol	snail, shell	Es un tubo enrollado como la concha de un caracol.|It’s a tube rolled up like a snail’s shell.
estética	aesthetics	incorpora el psicoanálisis a la estética musical y la mitología|it combines psychoanalysis with musical aesthetics and mythology
revivir	to revive	revivió en su memoria la imagen de su abuelo anciano|the image of his aged grandfather revived in his memory
veloz	fast, quick	desarrolló un método veloz para encontrar genes|he developed a fast method to locate genes
desafiar	to defy, stand up to	tiene la osadía de desafiar la autoridad|he has the audacity to stand up to authority
fascinante	fascinating	fue una experiencia fascinante|it was a fascinating experience
devoción	devotion	San Francisco era objeto de la especial devoción de doña Ramirez|San Francisco was the recipient of Mrs. Ramirez’s special devotion
volante	steering wheel	con las dos manos en el volante, empezó a manejar|she began to drive with both hands on the wheel
tranquilamente	calmly, peacefully	está allá fumando tranquilamente en la oscuridad|he is over there, smoking calmly in the dark
culo	bottom, butt	no es ningún payazo para caerse de culo|he’s not a clown who falls on his bum
ampliamente	widely	hoy, sin embargo, su teoría es ampliamente aceptada|today, however, his theory is widely accepted
dedicación	dedication, devotion	yo lo hacía con una fe y una dedicación religiosa|I did it with faith and a religious devotion
impregnar	to impregnate, permeate	para combatir las manchas hay que impregnarlas con jugo de limón|to fight stains, you should steep them in lemon juice
víspera	eve	En la víspera de su partida, imaginaba la victoria.|On the eve of his game, he envisioned victory.
enlazar	to link, connect	no olvides enlazar los archivos con los títulos|don’t forget to link the files with the titles
prudente	sensible, prudent	no era prudente esa pregunta en esa situación|that question was not prudent in that situation
incapacidad	inability, incompetence	Es imposible por nuestra incapacidad de recordar los detalles.|It is impossible because of our inability to remember details.
defensivo	defensive	para el desarrollo de un sistema defensivo de misiles antibalísticos|for the development of a defensive system of anti-ballistic missiles
antena	antenna	detectaron unas interferencias en una antena de comunicaciones|they detected a few interferences in a communication antenna
fotográfico	photographic	una calidad que puede ser comparado al realismo fotográfico|a quality that can be compared to photographic realism
charco	pool, puddle	José estaba muerto sobre un charco de sangre|Joseph was dead, lying in a puddle of blood
bandeja	tray	entra Ana con una bandeja llena de queso|Ana enters with a tray full of cheese
maniobra	maneuver, operation	no es sabio que se produzcan unas maniobras militares con fuego real|it’s not smart to have military maneuvers take place with live fire
romance	romance	no he visto mucho romance en nuestra pareja|I haven’t seen much romance in our twosome
sofá	sofa, couch	recostado en el sofá, con los pies arriba|lounging on the couch, with his feet up
moderado	moderate, mild	El consumo moderado de alcohol reduce el colesterol.|Moderate consumption of alcohol reduces cholesterol.
embarcación	ship, embarkation	on embarcaciones de lujo, con capacidad de 100 o más|they are large luxury ships with a capacity of 100 or more
espuma	foam, lather	las olas acaban en espuma cuando llegan a la playa|the waves end up as foam when they reach the beach
alojar	to host, accommodate	no podían alojar a tantos delincuentes|they were not able to house so many criminals
atómico	atomic, nuclear	Teníamos que trabajar en la creación de una bomba atómica.|We had to work in the creation of the atomic bomb.
esplendor	splendor	era un mundo refinado, de gran esplendor, con joyas y candelabros|it was a refined world, of great splendor, with jewels and candelabras
capitalista	capitalist	Estados Unidos fue democrático y capitalista, y USSR fue comunista.|The US was democratic and capitalist, the USSR was comunist.
dialogar	to confer, talk	nosotros podemos dialogar sin que nos escuchen|we can talk without anyone hearing us
fundamentar	to base, found	Para fundamentar sus ideas se propone seguir el esquema.|To lay the foundation for his ideas, he proposes that we follow the outline.
justificación	justification	carece de justificación, carece de explicación, carece de fundamento|he lacks justification, explanation, and grounds
decorado	decorated	debe estar escrupulosamente limpio, decorado de un buen gusto|it should be scrupulously clean, decorated in good taste
desierto	deserted, desolate	El bulevar estaba desierto, y sin ruido alguno.|The boulevard was deserted and without a sound.
descalzo	barefoot	solían andar descalzos y hasta sin camisa|they usually walked barefoot and even without a shirt
precipitación	precipitation, rainfall	vientos y tormentas masivos, lo que a su vez afectará a la precipitación|winds and massive storms, which will affect the precipitation
teología	theology	la teología es la reflexión sobre el misterio de Dios|theology is reflecting on the mystery of God
muscular	muscular	¿Qué ejercicios recomiendas para que gane masa muscular?|What exercises do you recommend so I can increase my muscle mass?
canadiense	Canadian	Sólo se aseguran ahorros en moneda canadiense.|Only savings in Canadian currency are secure.
privilegiado	privileged	le conceden un lugar privilegiado en el panorama internacional|he was given a privileged position in the international scene
admirable	admirable	Admiro su vitalidad y su contagiosa alegría de vivir.|I admire his vitality and his infectious joy of life.
innumerable	innumerable, countless	es innumerable la cantidad de cosas|the number of things is beyond counting
meditación	meditation	la necesidad de un periodo de recogimiento, silencio y meditación|the need for a period of seclusion, silence and meditation
clavo	nail, tack, peg	en la pared, un clavo que sujeta una corona amarilla de plástico|on the wall, a nail that holds up a yellow plastic crown
chaqueta	jacket	me quité la chaqueta porque tenía calor|I removed my jacket because I was hot
velo	veil	varias mujeres caminaban con un velo negro sobre la cara|several women walked with black veils over their faces
amargura	bitterness, sorrow	ella sentía una tristeza y una amargura profunda|she felt a deep sadness and bitterness
yacer	to lie, be located	para mí aquí yace el origen del engaño|it seems to me that here lies the origin of the hoax
recomendable	advisable	Es recomendable mantener las uñas pintadas, ya que el esmalte las protégé.|It is advisable to keep your nails painted, since nail polish protects them.
diluir	to dilute, weaken	la tinta se diluye en el agua|the ink is diluted in water
bienvenido	welcome	Si haces las cosas bien serás bienvenido.|If you do things well you will be welcome.
retirada	retreat, withdrawal	ordenó la retirada del área de combate del ejército|he ordered the retreat of the army from the combat zone
